date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:23	8322/8322	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d5-2082%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.actions.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:23	7601/7601	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d6-1db1%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.carousel.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:23	3748/3748	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d7-ea4%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.kenburn.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:24	55803/55803	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d9-d9fb%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.layeranimation.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:24	26097/26097	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d9-65f1%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.migration.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:25	26097/26097	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d9-65f1%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.navigation.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:25	10925/10925	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2da-2aad%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.parallax.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:25	29064/29064	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2dc-7188%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.slideanims.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:25	26073/26073	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2dd-65d9%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/extensions/revolution.extension.video.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:26	58714/58714	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2bd-e55a%22	https://trax.acrothemes.com/bootstrap-v5/js/functions.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/functions.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:27	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2de-1fac6%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:27	74760/74760	---M--	200	added ('OK')	text/html	etag:%2212408-5ca79e998eb89%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.html	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:28	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2de-1fac6%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400d41d.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:28	87644/87644	---M--	200	added ('OK')	font/woff	etag:%226127d2e1-1565c%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.woff	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:29	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2e4-865a%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:29	129428/129428	---M--	200	added ('OK')	application/octet-stream	etag:%226127d2e1-1f994%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.ttf	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:29	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2e4-865a%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400d41d.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:29	13584/13584	---M--	200	added ('OK')	text/html	etag:%223510-5ca79e9df00f1%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.html	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:30	16804/16804	---M--	200	added ('OK')	font/woff	etag:%226127d2e6-41a4%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.woff	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:30	34096/34096	---M--	200	added ('OK')	application/octet-stream	etag:%226127d2e5-8530%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.ttf	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:31	144452/144452	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226127d2e5-23444%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-regular-400.svg	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:32	691790/691790	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226127d2e1-a8e4e%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-brands-400.svg	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:32	75392/75392	---M--	200	added ('OK')	text/html	etag:%2212680-5ca79ea3ebcc1%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.html	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:33	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2e9-2ee7a%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:33	191836/191836	---M--	200	added ('OK')	application/octet-stream	etag:%226127d2ea-2ed5c%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.ttf	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:33	98020/98020	---M--	200	added ('OK')	font/woff	etag:%226127d2eb-17ee4%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.woff	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:34	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2e9-2ee7a%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900d41d.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:34	233/233	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:33%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/owl.video.play.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/owl.video.play.png	(from https://trax.acrothemes.com/bootstrap-v5/css/owl.carousel.min.css)
17:18:34	229/229	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:34%20GMT	https://trax.acrothemes.com/bootstrap-v5/img/cbp-sprite.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/img/cbp-sprite.png	(from https://trax.acrothemes.com/bootstrap-v5/css/cubeportfolio.min.css)
17:18:34	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226127d2a3-2f68%22	https://trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons90c6.eot	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:35	839389/839389	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226127d2eb-ccedd%22	https://trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/webfonts/fa-solid-900.svg	(from https://trax.acrothemes.com/bootstrap-v5/css/all.min.css)
17:18:35	7536/7536	---M--	200	added ('OK')	font/woff	etag:%226127d2a5-1d70%22	https://trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons90c6.woff	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:35	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%226127d2a5-2ec0%22	https://trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons90c6.ttf	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:35	13691/13691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226127d2a5-357b%22	https://trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/fonts/revicons/revicons90c6.svg	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:35	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5ca79e62b6319%22	https://trax.acrothemes.com/bootstrap-v5/css/revolution/openhand.cur	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/revolution/openhand.html	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:36	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5ca79e5fcb5e1%22	https://trax.acrothemes.com/bootstrap-v5/css/revolution/closedhand.cur	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/revolution/closedhand.html	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:36	234/234	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:36%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/assets/gridtile.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/assets/gridtile.png	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:36	240/240	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:36%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/assets/gridtile_white.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/assets/gridtile_white.png	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:36	238/238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:36%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/assets/gridtile_3x3.png	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:37	244/244	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:36%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/assets/gridtile_3x3_white.png	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:37	235/235	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:37%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/assets/coloredbg.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/assets/coloredbg.png	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:37	232/232	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2010:18:37%20GMT	https://trax.acrothemes.com/bootstrap-v5/css/assets/loader.gif	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/css/assets/loader.gif	(from https://trax.acrothemes.com/bootstrap-v5/css/revolution/settings.css)
17:18:38	1007/1007	---M--	200	added ('OK')	image/png	etag:%226127d91a-3ef%22	https://trax.acrothemes.com/bootstrap-v5/images/leftarrow.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/leftarrow.png	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:38	1004/1004	---M--	200	added ('OK')	image/png	etag:%226127d92c-3ec%22	https://trax.acrothemes.com/bootstrap-v5/images/rightarrow.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/rightarrow.png	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:40	94610/94610	---M--	200	added ('OK')	image/jpeg	etag:%226127d893-17192%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-1.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-1.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:40	426195/426195	---M--	200	added ('OK')	image/jpeg	etag:%226127d883-680d3%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-part-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-part-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:41	60184/60184	---M--	200	added ('OK')	image/jpeg	etag:%226127d89b-eb18%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-4.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-4.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:41	104202/104202	---M--	200	added ('OK')	image/jpeg	etag:%226127d895-1970a%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-2.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-2.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:41	113216/113216	---M--	200	added ('OK')	image/jpeg	etag:%226127d89d-1ba40%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-5.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-5.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:42	99535/99535	---M--	200	added ('OK')	image/jpeg	etag:%226127d8a1-184cf%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-6.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-6.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:42	119539/119539	---M--	200	added ('OK')	image/jpeg	etag:%226127d8a1-1d2f3%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-7.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-7.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:42	208688/208688	---M--	200	added ('OK')	image/jpeg	etag:%226127d898-32f30%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-single-3.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-single-3.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:44	279694/279694	---M--	200	added ('OK')	image/jpeg	etag:%226127d880-4448e%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-parallax-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-parallax-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:44	331890/331890	---M--	200	added ('OK')	image/jpeg	etag:%226127d871-51072%22	https://trax.acrothemes.com/bootstrap-v5/images/banner9.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/banner9.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:44	304669/304669	---M--	200	added ('OK')	image/jpeg	etag:%226127d873-4a61d%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-about-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-about-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:47	312201/312201	---M--	200	added ('OK')	image/jpeg	etag:%226127d875-4c389%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-blog2-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-blog2-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:47	300193/300193	---M--	200	added ('OK')	image/jpeg	etag:%226127d875-494a1%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-blog-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-blog-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:48	394909/394909	---M--	200	added ('OK')	image/jpeg	etag:%226127d88c-6069d%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-service-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-service-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:48	207581/207581	---M--	200	added ('OK')	image/jpeg	etag:%226127d88c-32add%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-service-detail-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-service-detail-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:48	73513/73513	---M--	200	added ('OK')	image/jpeg	etag:%226127d879-11f29%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-contact-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-contact-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:48	475583/475583	---M--	200	added ('OK')	image/jpeg	etag:%226127d875-741bf%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-blog-detail-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-blog-detail-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:49	245554/245554	---M--	200	added ('OK')	image/jpeg	etag:%226127d87f-3bf32%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-gallery-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-gallery-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:49	323142/323142	---M--	200	added ('OK')	image/jpeg	etag:%226127d87e-4ee46%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-gallery-detail-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-gallery-detail-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:50	253484/253484	---M--	200	added ('OK')	image/jpeg	etag:%226127d88f-3de2c%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-shop-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-shop-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:50	209202/209202	---M--	200	added ('OK')	image/jpeg	etag:%226127d877-33132%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-cart-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-cart-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:51	260857/260857	---M--	200	added ('OK')	image/jpeg	etag:%226127d88d-3faf9%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-shop-detail-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-shop-detail-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:51	235664/235664	---M--	200	added ('OK')	image/jpeg	etag:%226127d888-39890%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-pricing-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-pricing-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:51	330334/330334	---M--	200	added ('OK')	image/jpeg	etag:%226127d8a2-50a5e%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-team-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-team-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:52	158704/158704	---M--	200	added ('OK')	image/jpeg	etag:%226127d8a5-26bf0%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-testimonial-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-testimonial-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:53	205471/205471	---M--	200	added ('OK')	image/jpeg	etag:%226127d879-3229f%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-coming-soon-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-coming-soon-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:54	371125/371125	---M--	200	added ('OK')	image/jpeg	etag:%226127d871-5a9b5%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-404-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-404-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:54	254217/254217	---M--	200	added ('OK')	image/jpeg	etag:%226127d890-3e109%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-sign-in-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-sign-in-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:55	182601/182601	---M--	200	added ('OK')	image/jpeg	etag:%226127d88b-2c949%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-reset-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-reset-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:55	302073/302073	---M--	200	added ('OK')	image/jpeg	etag:%226127d87a-49bf9%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-faq-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-faq-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:55	100282/100282	---M--	200	added ('OK')	image/jpeg	etag:%226127d970-187ba%22	https://trax.acrothemes.com/bootstrap-v5/images/testimonial-bg.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/testimonial-bg.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:55	126657/126657	---M--	200	added ('OK')	image/jpeg	etag:%226127d8bd-1eec1%22	https://trax.acrothemes.com/bootstrap-v5/images/counter-bg.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/counter-bg.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:56	318679/318679	---M--	200	added ('OK')	image/jpeg	etag:%226127d891-4dcd7%22	https://trax.acrothemes.com/bootstrap-v5/images/bg-sign-up-header.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/bg-sign-up-header.jpg	(from https://trax.acrothemes.com/bootstrap-v5/css/style.css)
17:18:56	54811/54811	---M--	200	added ('OK')	image/jpeg	etag:%226127d85b-d61b%22	https://trax.acrothemes.com/bootstrap-v5/images/banner-light1-2.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/banner-light1-2.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index-light.html)
